Age,Gender,Living_Status,Credit_Amt>20000,Credit_overdue,Car_two_wheeler,Residence,Credit_default,Stable_Income,Employment_Tenure(Months),Monthly_Income,Alternative_Source,Loan_repayment,Loan_type,Loan_default,Loan_int_rate,Loan_Amt,Collateral_asset,Financial_Counselling,Financial_budgeting,Credit_rating_awareness,Bank_name,Bank_tenure,Loan_services_usage,Interaction_time,Interest_rate_satisfaction,Digital_lending,Digital_leding_frequency,Recommendation_likelihood,loan_processing_delays,Financial_advice,churn_possibility,Reasons_for_churn
25,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,9,22000,No,No,Medical ,Yes,14,129500,Yes,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
25,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,11,22000,No,Yes,Debt Consolidation,Yes,12,153500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
26,Male,Single,Yes,Yes,No,Rural Area,Yes,No,13,22000,No,No,Debt Consolidation,Yes,13,185500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
26,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,14,27600,No,No,Medical ,Yes,13,209500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
26,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,16,27600,No,Yes,Ventures,Yes,12,241500,Yes,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
26,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,18,27600,No,Yes,Ventures,Yes,16,265500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
27,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,20,27600,No,No,Medical ,Yes,13,297500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
27,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,21,27600,No,Yes,Debt Consolidation,Yes,14,321500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
27,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Rural Area,Yes,No,23,27600,No,No,Debt Consolidation,Yes,14,353500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
27,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,No,23,27600,No,No,Medical ,Yes,14,377500,Yes,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
27,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,23,21800,No,Yes,Debt Consolidation,Yes,16,409500,Yes,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,4,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
28,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 1 City,Yes,Yes,4,21800,No,No,Medical ,Yes,15,433500,Yes,Yes,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,5,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
28,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,6,21800,No,No,Medical ,Yes,16,465500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,3,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
28,Male,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,7,21800,No,No,Medical ,Yes,16,489500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,5,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
28,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Rural Area,Yes,Yes,9,21800,Yes,Yes,Debt Consolidation,Yes,13,521500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
29,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,11,21800,No,No,Medical ,Yes,16,545500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
29,Male,Single,No,Yes,Yes,Tier 2 City,Yes,Yes,13,38120,No,Yes,Ventures,Yes,14,577500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
29,Female,Single,No,Yes,No,Rural Area,Yes,No,14,38120,No,No,Debt Consolidation,Yes,13,601500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
29,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,16,38120,No,Yes,Debt Consolidation,Yes,16,633500,No,Yes,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
29,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,No,18,38120,No,Yes,Debt Consolidation,Yes,15,657500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
30,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,20,38720,No,No,Medical ,Yes,15,689500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
30,Male,Single,No,Yes,Yes,Rural Area,Yes,Yes,21,38720,Yes,Yes,Home Loan,Yes,13,713500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
31,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,23,38720,Yes,No,Home Loan,Yes,16,745500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
31,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Tier 1 City,Yes,Yes,23,38720,Yes,No,Medical ,Yes,16,769500,No,No,I maintain a budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
32,Female,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,23,39450,Yes,No,Home Loan,Yes,13,801500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
32,Female,Single,Yes,Yes,No,Rural Area,Yes,No,5,39450,Yes,No,Medical ,Yes,12,825500,No,No,I maintain a budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
32,Female,Single,No,Yes,No,Rural Area,Yes,No,7,39450,Yes,No,Medical ,Yes,16,857500,No,No,I maintain a budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
32,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,8,39450,Yes,No,Ventures,Yes,14,881500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
33,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,10,40000,Yes,No,Medical ,Yes,13,913500,No,No,I maintain a budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
33,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,12,40000,Yes,No,Medical ,Yes,14,937500,No,No,I maintain a budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
34,Male,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,Yes,No,14,64000,No,Yes,Home Loan,No,4,969500,No,No,I maintain a budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Frequently,Yes,Dissatisfaction with our financial institution's services
34,Female,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,No,Yes,15,64000,Yes,Yes,Home Loan,No,4,993500,No,No,I maintain a budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Neutral,Yes,Occassionally,2,Yes,Occasionally,Yes,Dissatisfaction with our financial institution's services
34,Female,"Conjugal (Married, Live-in, Co live)",No,No,No,Rural Area,Yes,No,17,64000,Yes,Yes,Debt Consolidation,No,7,1025500,Yes,No,I maintain a budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Neutral,Yes,Occassionally,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
35,Male,Single,Yes,No,No,Tier 1 City,Yes,No,19,71500,No,Yes,Ventures,No,4,1049500,No,No,I maintain a budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Neutral,Yes,Occassionally,2,Yes,Frequently,Yes,Dissatisfaction with our financial institution's services
35,Female,Single,No,Yes,Yes,Tier 1 City,No,Yes,21,71500,Yes,Yes,Debt Consolidation,No,6,1081500,No,Yes,I maintain a budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Occasionally,Yes,Dissatisfaction with our financial institution's services
36,Female,"Conjugal (Married, Live-in, Co live)",Yes,No,No,Tier 1 City,Yes,Yes,22,71500,No,Yes,Home Loan,No,7,1105500,No,No,I maintain a budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Frequently,Yes,Dissatisfaction with our financial institution's services
36,Male,Single,No,No,No,Rural Area,No,Yes,24,71500,No,Yes,Debt Consolidation,No,7,1137500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Rarely,Yes,Dissatisfaction with our financial institution's services
23,Female,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,6,23200,No,Yes,Educational Loan,Yes,14,73500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
23,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,6,23500,No,No,Educational Loan,Yes,13,81500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
25,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Rural Area,Yes,Yes,7,23800,No,No,Educational Loan,Yes,16,89500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
25,Female,Single,Yes,Yes,No,Tier 1 City,Yes,No,7,24100,No,Yes,Educational Loan,Yes,15,97500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
25,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,8,24700,No,Yes,Educational Loan,Yes,14,113500,No,No,I don't have a specific budget,No,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
25,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,9,25300,No,No,Educational Loan,Yes,14,129500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
25,Female,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,11,26200,No,Yes,Debt Consolidation,Yes,15,153500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
26,Male,Single,Yes,Yes,No,Rural Area,Yes,No,13,27400,No,No,Educational Loan,Yes,14,185500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
26,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,14,28300,No,No,Educational Loan,Yes,12,209500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
26,Male,Single,Yes,Yes,Yes,Tier 2 City,Yes,Yes,16,22000,No,Yes,Educational Loan,Yes,16,241500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
26,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,18,22900,No,Yes,Educational Loan,Yes,14,265500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
27,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,No,20,24100,No,No,Educational Loan,Yes,12,297500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
27,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,No,21,25000,No,Yes,Educational Loan,Yes,14,321500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
27,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,No,23,26200,No,No,Debt Consolidation,Yes,12,353500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
27,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Tier 1 City,Yes,No,10,27100,No,No,Educational Loan,Yes,13,377500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Frequently,Yes,Lower interest rates elsewhere
27,Male,Single,No,Yes,Yes,Tier 2 City,Yes,Yes,12,28300,No,Yes,Debt Consolidation,Yes,15,409500,No,No,I don't have a specific budget,Yes,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
28,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,Yes,Tier 1 City,Yes,Yes,13,29200,Yes,No,Educational Loan,Yes,12,433500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
28,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,15,22900,Yes,No,Debt Consolidation,Yes,16,465500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
28,Male,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,17,23800,Yes,No,Debt Consolidation,Yes,15,489500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Frequently,Yes,Lower interest rates elsewhere
28,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,Yes,Rural Area,Yes,Yes,19,25000,Yes,Yes,Debt Consolidation,Yes,16,521500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Frequently,Yes,Lower interest rates elsewhere
29,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,20,25900,No,No,Debt Consolidation,Yes,14,545500,No,No,I don't have a specific budget,Yes,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
29,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,11,29200,No,Yes,Debt Consolidation,Yes,12,633500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
30,Male,Single,No,Yes,Yes,Rural Area,Yes,Yes,16,24700,Yes,Yes,Debt Consolidation,Yes,15,713500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Lower interest rates elsewhere
31,Female,Single,No,No,Yes,Tier 1 City,No,Yes,18,25900,Yes,No,Home Loan,Yes,14,745500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
31,Female,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,No,Yes,19,26800,Yes,No,Debt Consolidation,Yes,12,769500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
32,Female,Single,No,No,Yes,Tier 1 City,No,Yes,21,28000,Yes,No,Home Loan,Yes,16,801500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
32,Female,Single,Yes,Yes,No,Rural Area,Yes,No,23,28900,Yes,No,Debt Consolidation,Yes,15,825500,No,No,I don't have a specific budget,Yes,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
32,Female,Single,No,Yes,No,Rural Area,Yes,No,10,36800,Yes,No,Debt Consolidation,Yes,16,857500,No,No,I don't have a specific budget,Yes,Canara bank ,Less than 3 Years,None,Less than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
32,Male,Single,No,Yes,Yes,Tier 1 City,Yes,Yes,11,36700,Yes,No,Debt Consolidation,Yes,15,881500,No,No,I don't have a specific budget,Yes,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
33,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,13,36800,Yes,No,Medical ,Yes,13,913500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
33,Male,Single,No,Yes,No,Tier 1 City,Yes,Yes,15,36700,Yes,No,Medical ,Yes,14,937500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
34,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Tier 1 City,Yes,Yes,17,36700,No,Yes,Debt Consolidation,Yes,13,969500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Lower interest rates elsewhere
34,Female,"Conjugal (Married, Live-in, Co live)",No,No,No,Tier 1 City,Yes,Yes,18,36800,Yes,Yes,Debt Consolidation,Yes,14,993500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
34,Female,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Rural Area,Yes,Yes,20,36700,Yes,Yes,Debt Consolidation,Yes,15,1025500,No,No,I don't have a specific budget,Yes,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Occassionally,2,Yes,Rarely,Yes,Lower interest rates elsewhere
35,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,22,36800,No,Yes,Debt Consolidation,Yes,15,1049500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Lower interest rates elsewhere
36,Female,"Conjugal (Married, Live-in, Co live)",Yes,Yes,No,Tier 1 City,Yes,Yes,9,61900,No,Yes,Debt Consolidation,Yes,15,1105500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Lower interest rates elsewhere
36,Male,"Conjugal (Married, Live-in, Co live)",No,Yes,No,Tier 1 City,Yes,Yes,10,36700,No,Yes,Debt Consolidation,Yes,12,1129500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Lower interest rates elsewhere
27,Female,Single,Yes,Yes,No,Tier 1 City,Yes,No,21,27000,No,Yes,Debt Consolidation,Yes,14,313500,No,No,I don't have a specific budget,No,SBI,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
27,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,22,28000,No,Yes,Home Loan,Yes,14,345500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
27,Male,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,22,28000,No,Yes,Home Loan,Yes,15,369500,No,No,I don't have a specific budget,No,Federal Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
27,Female,Single,Yes,Yes,No,Rural Area,Yes,No,4,28000,No,No,Medical ,Yes,14,401500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
27,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,5,28000,No,No,Medical ,Yes,14,425500,No,No,I don't have a specific budget,No,"Canara, HDFC ",Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
28,Male,"Conjugal (Married, Live-in, Co live)",Yes,Yes,Yes,Tier 2 City,Yes,Yes,7,28000,No,Yes,Debt Consolidation,Yes,14,457500,No,No,I don't have a specific budget,No,Axis bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
28,Male,Single,Yes,Yes,Yes,Rural Area,Yes,Yes,9,28000,No,Yes,Debt Consolidation,Yes,14,481500,No,No,I don't have a specific budget,Yes,SBI,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Frequently,Yes,Lower interest rates elsewhere
28,Male,Single,Yes,Yes,No,Tier 1 City,Yes,Yes,11,28000,No,Yes,Debt Consolidation,Yes,12,513500,No,No,I don't have a specific budget,Yes,HDFC Bank,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Occasionally,Yes,Lower interest rates elsewhere
29,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,12,28000,No,Yes,Home Loan,Yes,16,537500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
29,Female,Single,Yes,Yes,Yes,Tier 1 City,Yes,Yes,14,28000,No,No,Medical ,Yes,13,569500,No,No,I don't have a specific budget,Yes,HDFC,Less than 3 Years,1-3 Times,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
29,Female,Single,Yes,Yes,No,Rural Area,Yes,No,16,28000,No,No,Debt Consolidation,Yes,13,593500,No,No,I don't have a specific budget,No,Canara bank ,Less than 3 Years,None,More than 1 Hour,Very Dissatisfied,Yes,Very Frequently,2,Yes,Rarely,Yes,Lower interest rates elsewhere
